cu_index,cu_species,cu_name,cu_area,cu_type,du_number,du_name,du_acronym,smu_area,smu_name,smu_id,smu_species,COSEWIC_threat_category,iucn_l2,rpa_threat_ranking,ranking_id
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Invasive & other problematic  species & genes,8.1 Invasive Non-Native / Alien Species,Medium-Low,2
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Pollution  (From all sources and threats),9.1 Water-Borne & Other Effluent Pollution ,Medium-Low,2
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Invasive & other problematic  species & genes,8.3 Introduced Genetic Material,Medium-Low,2
SER-02,Sockeye,WIDGEON,FRASER INTERIOR,Current,24,Widgeon (River-Type) population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Agriculture & aquaculture  (Hatchery competition),2.4 Marine & Freshwater Aquaculture,Medium-Low,2
SER-02,Sockeye,WIDGEON,FRASER INTERIOR,Current,24,Widgeon (River-Type) population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium-Low,2
SER-02,Sockeye,WIDGEON,FRASER INTERIOR,Current,24,Widgeon (River-Type) population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Invasive & other problematic  species & genes,8.1 Invasive Non-Native / Alien Species,Medium-Low,2
SER-02,Sockeye,WIDGEON,FRASER INTERIOR,Current,24,Widgeon (River-Type) population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Pollution  (From all sources and threats),9.1 Water-Borne & Other Effluent Pollution ,Medium-Low,2
SER-02,Sockeye,WIDGEON,FRASER INTERIOR,Current,24,Widgeon (River-Type) population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Invasive & other problematic  species & genes,8.3 Introduced Genetic Material,Medium-Low,2
CK-5,Chinook,LOWER FRASER RIVER-UPPER PITT_SU_1.3,FRASER INTERIOR,Current,4,"Lower Fraser, Stream. Summer  (Upper Pitt)",LFR+GStr/Stream/Summer (Upper Pitt),FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Energy production & mining,3.1 Oil & Gas Exploration & Extraction,NA,0
CK-5,Chinook,LOWER FRASER RIVER-UPPER PITT_SU_1.3,FRASER INTERIOR,Current,4,"Lower Fraser, Stream. Summer  (Upper Pitt)",LFR+GStr/Stream/Summer (Upper Pitt),FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Energy production & mining,3.2 Mining & Quarrying,NA,0
SEL-03-04,Sockeye,HARRISON-UPSTREAM MIGRATING-LATE TIMING,FRASER INTERIOR,Current,10,Harrison (U/S)-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Energy production & mining,3.1 Oil & Gas Exploration & Extraction,NA,0
SEL-03-04,Sockeye,HARRISON-UPSTREAM MIGRATING-LATE TIMING,FRASER INTERIOR,Current,10,Harrison (U/S)-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Energy production & mining,3.2 Mining & Quarrying,NA,0
SEL-06-11,Sockeye,SETON-LATE TIMING,FRASER INTERIOR,Current,17,Seton-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Energy production & mining,3.1 Oil & Gas Exploration & Extraction,NA,0
SEL-06-11,Sockeye,SETON-LATE TIMING,FRASER INTERIOR,Current,17,Seton-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Energy production & mining,3.2 Mining & Quarrying,NA,0
SEL-06-13,Sockeye,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,FRASER INTERIOR,Current,21,Takla-Trembleur-Stuart-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Energy production & mining,3.1 Oil & Gas Exploration & Extraction,NA,0
SEL-06-13,Sockeye,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,FRASER INTERIOR,Current,21,Takla-Trembleur-Stuart-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Energy production & mining,3.2 Mining & Quarrying,NA,0
SEL-06-14,Sockeye,TAKLA/TREMBLEUR-EARLY STUART TIMING,FRASER INTERIOR,Current,20,Takla-Trembleur-EStu population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY STUART,SEL-FIA-14,Sockeye (Lake Type),Energy production & mining,3.1 Oil & Gas Exploration & Extraction,NA,0
SEL-06-14,Sockeye,TAKLA/TREMBLEUR-EARLY STUART TIMING,FRASER INTERIOR,Current,20,Takla-Trembleur-EStu population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY STUART,SEL-FIA-14,Sockeye (Lake Type),Energy production & mining,3.2 Mining & Quarrying,NA,0
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Energy production & mining,3.1 Oil & Gas Exploration & Extraction,NA,0
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Energy production & mining,3.2 Mining & Quarrying,NA,0
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Energy production & mining,3.1 Oil & Gas Exploration & Extraction,NA,0
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Energy production & mining,3.2 Mining & Quarrying,NA,0
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Geological events (Landslides),10.1 Geological Events,NA,0
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Energy production & mining,3.1 Oil & Gas Exploration & Extraction,NA,0
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Energy production & mining,3.2 Mining & Quarrying,NA,0
SER-02,Sockeye,WIDGEON,FRASER INTERIOR,Current,24,Widgeon (River-Type) population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Geological events (Landslides),10.1 Geological Events,NA,0
SER-02,Sockeye,WIDGEON,FRASER INTERIOR,Current,24,Widgeon (River-Type) population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Energy production & mining,3.1 Oil & Gas Exploration & Extraction,NA,0
SER-02,Sockeye,WIDGEON,FRASER INTERIOR,Current,24,Widgeon (River-Type) population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Energy production & mining,3.2 Mining & Quarrying,NA,0
CK-17,Chinook,LOWER THOMPSON_SP_1.2,FRASER INTERIOR,Current,15,"Lower Thompson, Stream, Spring",LTh+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 42 CHINOOK SALMON,CK-FIA-06,Chinook,Annual and Perennial NonTimber Crops,2.1 Annual & Perennial Non-Timber Crops,NA,0
CK-2,Chinook,BOUNDARY BAY_FA_0.3,FRASER INTERIOR,Current,1,"Southern Mainland Boundary Bay, Ocean, Fall population",BB+GStr/Ocean/Fall,,NO DESIGNATED SMU,,Chinook,Annual and Perennial NonTimber Crops,2.1 Annual & Perennial Non-Timber Crops,NA,0
CK-2,Chinook,BOUNDARY BAY_FA_0.3,FRASER INTERIOR,Current,1,"Southern Mainland Boundary Bay, Ocean, Fall population",BB+GStr/Ocean/Fall,,NO DESIGNATED SMU,,Chinook,Livestock Farming and Ranching,"2.3 Terrestrial Animal Farming, Ranching & Herding",NA,0
CK-7,Chinook,MARIA SLOUGH_SU_0.3,FRASER INTERIOR,Current,6,"Lower Fraser, Ocean, Summer (Maria Slough)",LFR+GStr/Ocean/Summer,FRASER INTERIOR,FRASER SUMMER RUN 41 CHINOOK SALMON,CK-FIA-07,Chinook,Livestock Farming and Ranching,"2.3 Terrestrial Animal Farming, Ranching & Herding",NA,0
CK-2,Chinook,BOUNDARY BAY_FA_0.3,FRASER INTERIOR,Current,1,"Southern Mainland Boundary Bay, Ocean, Fall population",BB+GStr/Ocean/Fall,,NO DESIGNATED SMU,,Chinook,Mining and Quarrying,3.2 Mining & Quarrying,NA,0
CK-7,Chinook,MARIA SLOUGH_SU_0.3,FRASER INTERIOR,Current,6,"Lower Fraser, Ocean, Summer (Maria Slough)",LFR+GStr/Ocean/Summer,FRASER INTERIOR,FRASER SUMMER RUN 41 CHINOOK SALMON,CK-FIA-07,Chinook,Roads and Railroads,"4.1 Roads, Trails & Railroads",NA,0
CK-2,Chinook,BOUNDARY BAY_FA_0.3,FRASER INTERIOR,Current,1,"Southern Mainland Boundary Bay, Ocean, Fall population",BB+GStr/Ocean/Fall,,NO DESIGNATED SMU,,Chinook,Shipping Lanes,4.3 Shipping Lanes,NA,0
CK-2,Chinook,BOUNDARY BAY_FA_0.3,FRASER INTERIOR,Current,1,"Southern Mainland Boundary Bay, Ocean, Fall population",BB+GStr/Ocean/Fall,,NO DESIGNATED SMU,,Chinook,Logging and Wood Harvest,"5.3 Logging, Harvesting & Controlling Trees",NA,0
CK-7,Chinook,MARIA SLOUGH_SU_0.3,FRASER INTERIOR,Current,6,"Lower Fraser, Ocean, Summer (Maria Slough)",LFR+GStr/Ocean/Summer,FRASER INTERIOR,FRASER SUMMER RUN 41 CHINOOK SALMON,CK-FIA-07,Chinook,Logging and Wood Harvest,"5.3 Logging, Harvesting & Controlling Trees",NA,0
CK-2,Chinook,BOUNDARY BAY_FA_0.3,FRASER INTERIOR,Current,1,"Southern Mainland Boundary Bay, Ocean, Fall population",BB+GStr/Ocean/Fall,,NO DESIGNATED SMU,,Chinook,Fire and Fire Suppression,7.1 Fire & Fire Management,NA,0
CK-7,Chinook,MARIA SLOUGH_SU_0.3,FRASER INTERIOR,Current,6,"Lower Fraser, Ocean, Summer (Maria Slough)",LFR+GStr/Ocean/Summer,FRASER INTERIOR,FRASER SUMMER RUN 41 CHINOOK SALMON,CK-FIA-07,Chinook,Fire and Fire Suppression,7.1 Fire & Fire Management,NA,0
CK-10,Chinook,MIDDLE FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,9,"Middle Fraser, Stream, Spring ",MFR+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Residential and commercial  development,7.3 Earth & Sediment Management,Negligible,0
CK-10,Chinook,MIDDLE FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,9,"Middle Fraser, Stream, Spring ",MFR+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Transportation & service corridors,"4.1 Roads, Trails & Railroads",Negligible,0
CK-10,Chinook,MIDDLE FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,9,"Middle Fraser, Stream, Spring ",MFR+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Transportation & service corridors,4.2 Utility & Service Lines,Negligible,0
CK-11,Chinook,MIDDLE FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,10,"Middle Fraser,Stream, Summer",MFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Residential and commercial  development,7.3 Earth & Sediment Management,Negligible,0
CK-11,Chinook,MIDDLE FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,10,"Middle Fraser,Stream, Summer",MFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Transportation & service corridors,"4.1 Roads, Trails & Railroads",Negligible,0
CK-11,Chinook,MIDDLE FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,10,"Middle Fraser,Stream, Summer",MFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Human intrusions & disturbance,6.3 Other Human Disturbances,Negligible,0
CK-11,Chinook,MIDDLE FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,10,"Middle Fraser,Stream, Summer",MFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Transportation & service corridors,4.2 Utility & Service Lines,Negligible,0
CK-12,Chinook,UPPER FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,11,"Upper Fraser, Stream, Spring",UFR/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Residential and commercial  development,7.3 Earth & Sediment Management,Negligible,0
CK-12,Chinook,UPPER FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,11,"Upper Fraser, Stream, Spring",UFR/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Transportation & service corridors,"4.1 Roads, Trails & Railroads",Negligible,0
CK-12,Chinook,UPPER FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,11,"Upper Fraser, Stream, Spring",UFR/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Transportation & service corridors,4.2 Utility & Service Lines,Negligible,0
CK-16,Chinook,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,FRASER INTERIOR,Current,14,"South Thompson, Stream, Summer (Bessette)",STh+GStr/Stream/Summer/(Bessette),FRASER INTERIOR,FRASER SPRING RUN 42 CHINOOK SALMON,CK-FIA-06,Chinook,Residential and commercial  development,7.3 Earth & Sediment Management,Negligible,0
CK-18,Chinook,NORTH THOMPSON_SP_1.3,FRASER INTERIOR,Current,16,"North Thompson, Stream, Spring",NTh+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Residential and commercial  development,7.3 Earth & Sediment Management,Negligible,0
CK-19,Chinook,NORTH THOMPSON_SU_1.3,FRASER INTERIOR,Current,17,"North Thompson, Stream, Summer",NTh+Gstr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Residential and commercial  development,7.3 Earth & Sediment Management,Negligible,0
CK-3,Chinook,LOWER FRASER RIVER_FA_0.3,FRASER INTERIOR,Current,2,"Lower Fraser, Ocean, Fall (Harrison)",LFR+GStr/Ocean/Fall,FRASER INTERIOR,FRASER FALL RUN 41 CHINOOK SALMON,CK-FIA-02,Chinook,Human intrusions & disturbance,6.3 Other Human Disturbances,Negligible,0
CK-6,Chinook,LOWER FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,5,"Lower Fraser, Stream, Summer (Lillooet) ",LFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Human intrusions & disturbance,6.3 Other Human Disturbances,Negligible,0
CK-8,Chinook,MIDDLE FRASER-FRASER CANYON_SP_1.3,FRASER INTERIOR,Current,7,"Middle Fraser, Stream, Spring (FRCanyon)",FRCanyGStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Residential and commercial  development,7.3 Earth & Sediment Management,Negligible,0
CK-8,Chinook,MIDDLE FRASER-FRASER CANYON_SP_1.3,FRASER INTERIOR,Current,7,"Middle Fraser, Stream, Spring (FRCanyon)",FRCanyGStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Human intrusions & disturbance,6.3 Other Human Disturbances,Negligible,0
CK-9,Chinook,MIDDLE FRASER RIVER-PORTAGE_FA_1.3,FRASER INTERIOR,Current,8,"Middle Fraser, Stream, Fall (Portage)",MFR+GStr/Stream/Fall,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Residential and commercial  development,7.3 Earth & Sediment Management,Negligible,0
CK-9,Chinook,MIDDLE FRASER RIVER-PORTAGE_FA_1.3,FRASER INTERIOR,Current,8,"Middle Fraser, Stream, Fall (Portage)",MFR+GStr/Stream/Fall,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Human intrusions & disturbance,6.3 Other Human Disturbances,Negligible,0
SEL-03-04,Sockeye,HARRISON-UPSTREAM MIGRATING-LATE TIMING,FRASER INTERIOR,Current,10,Harrison (U/S)-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Residential & commercial  development,7.3 Earth & Sediment Management,Negligible,0
SEL-03-04,Sockeye,HARRISON-UPSTREAM MIGRATING-LATE TIMING,FRASER INTERIOR,Current,10,Harrison (U/S)-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Geological events (Landslides),10.1 Geological Events,Negligible,0
SEL-03-04,Sockeye,HARRISON-UPSTREAM MIGRATING-LATE TIMING,FRASER INTERIOR,Current,10,Harrison (U/S)-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Human intrusions &  disturbance,6.3 Other Human Disturbances,Negligible,0
SEL-06-10,Sockeye,QUESNEL-SUMMER TIMING,FRASER INTERIOR,Current,16,Quesnel-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Residential & commercial  development,7.3 Earth & Sediment Management,Negligible,0
SEL-06-11,Sockeye,SETON-LATE TIMING,FRASER INTERIOR,Current,17,Seton-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Residential & commercial  development,7.3 Earth & Sediment Management,Negligible,0
SEL-06-13,Sockeye,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,FRASER INTERIOR,Current,21,Takla-Trembleur-Stuart-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Residential & commercial  development,7.3 Earth & Sediment Management,Negligible,0
SEL-06-13,Sockeye,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,FRASER INTERIOR,Current,21,Takla-Trembleur-Stuart-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Transportation & service  corridors,"4.1 Roads, Trails & Railroads",Negligible,0
SEL-06-13,Sockeye,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,FRASER INTERIOR,Current,21,Takla-Trembleur-Stuart-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Transportation & service  corridors,4.2 Utility & Service Lines,Negligible,0
SEL-06-14,Sockeye,TAKLA/TREMBLEUR-EARLY STUART TIMING,FRASER INTERIOR,Current,20,Takla-Trembleur-EStu population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY STUART,SEL-FIA-14,Sockeye (Lake Type),Residential & commercial  development,7.3 Earth & Sediment Management,Negligible,0
SEL-06-14,Sockeye,TAKLA/TREMBLEUR-EARLY STUART TIMING,FRASER INTERIOR,Current,20,Takla-Trembleur-EStu population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY STUART,SEL-FIA-14,Sockeye (Lake Type),Transportation & service  corridors,"4.1 Roads, Trails & Railroads",Negligible,0
SEL-06-14,Sockeye,TAKLA/TREMBLEUR-EARLY STUART TIMING,FRASER INTERIOR,Current,20,Takla-Trembleur-EStu population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY STUART,SEL-FIA-14,Sockeye (Lake Type),Transportation & service  corridors,4.2 Utility & Service Lines,Negligible,0
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Residential & commercial  development,7.3 Earth & Sediment Management,Negligible,0
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Transportation & service  corridors,"4.1 Roads, Trails & Railroads",Negligible,0
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Transportation & service  corridors,4.2 Utility & Service Lines,Negligible,0
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Residential & commercial  development,7.3 Earth & Sediment Management,Negligible,0
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Transportation & service  corridors,"4.1 Roads, Trails & Railroads",Negligible,0
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Transportation & service  corridors,4.2 Utility & Service Lines,Negligible,0
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Residential & commercial  development,7.3 Earth & Sediment Management,Negligible,0
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Transportation & service  corridors,"4.1 Roads, Trails & Railroads",Negligible,0
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Human intrusions &  disturbance,6.3 Other Human Disturbances,Negligible,0
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Transportation & service  corridors,4.2 Utility & Service Lines,Negligible,0
SER-02,Sockeye,WIDGEON,FRASER INTERIOR,Current,24,Widgeon (River-Type) population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Residential & commercial  development,7.3 Earth & Sediment Management,Negligible,0
CK-1,Chinook,OKANAGAN_0.X,FRASER INTERIOR,Current,69,"Okanagan River,Ocean, Summer",OK+ORWA/Ocean/Fall,FRASER INTERIOR,OKANAGAN CHINOOK SALMON,CK-FIA-01,Chinook,Introduced Pathogens and Viruses,8.4 Pathogens,Unknown,NA
CK-16,Chinook,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,FRASER INTERIOR,Current,14,"South Thompson, Stream, Summer (Bessette)",STh+GStr/Stream/Summer/(Bessette),FRASER INTERIOR,FRASER SPRING RUN 42 CHINOOK SALMON,CK-FIA-06,Chinook,Geological events  (Landslides),10.1 Geological Events,Unknown,NA
CK-16,Chinook,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,FRASER INTERIOR,Current,14,"South Thompson, Stream, Summer (Bessette)",STh+GStr/Stream/Summer/(Bessette),FRASER INTERIOR,FRASER SPRING RUN 42 CHINOOK SALMON,CK-FIA-06,Chinook,Transportation & service corridors,"4.1 Roads, Trails & Railroads",Unknown,NA
CK-16,Chinook,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,FRASER INTERIOR,Current,14,"South Thompson, Stream, Summer (Bessette)",STh+GStr/Stream/Summer/(Bessette),FRASER INTERIOR,FRASER SPRING RUN 42 CHINOOK SALMON,CK-FIA-06,Chinook,Transportation & service corridors,4.2 Utility & Service Lines,Unknown,NA
CK-3,Chinook,LOWER FRASER RIVER_FA_0.3,FRASER INTERIOR,Current,2,"Lower Fraser, Ocean, Fall (Harrison)",LFR+GStr/Ocean/Fall,FRASER INTERIOR,FRASER FALL RUN 41 CHINOOK SALMON,CK-FIA-02,Chinook,Geological events  (Landslides),10.1 Geological Events,Unknown,NA
CK-3,Chinook,LOWER FRASER RIVER_FA_0.3,FRASER INTERIOR,Current,2,"Lower Fraser, Ocean, Fall (Harrison)",LFR+GStr/Ocean/Fall,FRASER INTERIOR,FRASER FALL RUN 41 CHINOOK SALMON,CK-FIA-02,Chinook,Transportation & service corridors,"4.1 Roads, Trails & Railroads",Unknown,NA
CK-3,Chinook,LOWER FRASER RIVER_FA_0.3,FRASER INTERIOR,Current,2,"Lower Fraser, Ocean, Fall (Harrison)",LFR+GStr/Ocean/Fall,FRASER INTERIOR,FRASER FALL RUN 41 CHINOOK SALMON,CK-FIA-02,Chinook,Transportation & service corridors,4.2 Utility & Service Lines,Unknown,NA
