paragraph_id,legislation_id,section,heading,paragraph
86654,186,108,Penalty for monetary benefit,(2) A fine increased under subsection (1)
86655,186,108,Penalty for monetary benefit,"(a) applies despite any provision that provides for a maximum fine, and"
86656,186,108,Penalty for monetary benefit,(b) is in addition to any other fine under this Act.
86657,186,109,Creative sentencing,"109
		  (1) If a person is convicted of an offence under this Act, in addition to any punishment imposed, the court may, having regard to the nature of the offence and the circumstances surrounding its commission, make an order containing one or more of the following prohibitions, directions or requirements:"
86658,186,109,Creative sentencing,"(a) prohibiting the person from doing any act or engaging in any activity that may, in the opinion of the court, result in the continuation or repetition of the offence;"
86659,186,109,Creative sentencing,(b) directing the person to take any action the court considers appropriate to remedy or avoid any harm to the environment that resulted or may result from the commission of the offence;
86660,186,109,Creative sentencing,"(c) directing the person to pay the government an amount of money as compensation, in whole or in part, for the cost of any remedial or preventive action taken by or caused to be taken on behalf of the government as a result of the commission of the offence;"
86661,186,109,Creative sentencing,(d) directing the person to perform community service;
86662,186,109,Creative sentencing,(e) directing the person to pay an amount of money the court considers appropriate to the trustee under Part 3 [Habitat Conservation Trust] of the Wildlife Act for inclusion in the trust property as defined in section 118 [definitions] of that Act;
86663,186,109,Creative sentencing,"(f) directing the person to post a bond or pay into court an amount of money the court considers appropriate for the purpose of ensuring compliance with any prohibition, direction or requirement under this section;"
86664,186,109,Creative sentencing,"(g) directing the person to submit to the minister, on application by the minister within 3 years after the date of the conviction, any information respecting the activities of the person that the court considers appropriate in the circumstances;"
86665,186,109,Creative sentencing,"(h) directing the person to publish, in any manner the court considers appropriate, the facts relating to the commission of the offence;"
86666,186,109,Creative sentencing,(i) requiring the person to comply with any other conditions that the court considers appropriate for securing the person's good conduct and for preventing the person from repeating the offence or committing other offences under this Act.
86667,186,109,Creative sentencing,"(2) The person against whom an order under subsection (1) is made, or the Attorney General, may apply for a variation to the court that made the original order."
86668,186,109,Creative sentencing,"(3) Before hearing an application under subsection (2), the court may order the applicant to give notice of the application in accordance with the directions of the court."
86669,186,109,Creative sentencing,"(4) On an application under subsection (2), if the court considers a variation appropriate because of a change in the circumstances, the court may make an order doing one or more of the following:"
86670,186,109,Creative sentencing,(a) changing the original order or any conditions specified in the order;
86671,186,109,Creative sentencing,(b) relieving the person against whom the order was made absolutely or partially from compliance with all or part of the original order;
86672,186,109,Creative sentencing,(c) reducing the period for which the original order is to remain in effect;
86673,186,109,Creative sentencing,"(d) extending the period for which the original order is to remain in effect, subject to the limit that the extension must not be longer than one year."
86674,186,109,Creative sentencing,"(5) If an application under subsection (2) has been heard by a court, no other application may be made in respect of the original order, or the order as varied under subsection (2), except with leave of the court."
86675,186,109,Creative sentencing,"(6) If a person fails to comply with an order referred to in subsection (1) (h) directing the person to publish the facts relating to the commission of an offence, the minister may publish those facts and recover the costs of publication from the person."
86676,186,109,Creative sentencing,(7) If
86677,186,109,Creative sentencing,"(a) an order under this section directs a person to pay an amount of money as compensation or for any other purpose, or"
86678,186,109,Creative sentencing,"(b) the minister incurs publication costs under subsection (6),"
86679,186,109,Creative sentencing,the amount and any interest payable on that amount are a debt due to the government of the person directed to pay and may be recovered by filing a certificate in accordance with section 101 [recovery of penalties] as if the amount and interest were an administrative monetary penalty imposed under section 99 [administrative monetary penalties].
86680,186,110,Breach of creative sentencing order,110		  (1) A person who contravenes an order under section 109 commits an offence.
86681,186,110,Breach of creative sentencing order,(2) A person who commits an offence under subsection (1) is liable on conviction to the penalties provided for the offence in relation to which the order under section 109 was made.
86682,186,111,Liability of individuals for offences committed by a corporation,"111
		  If a corporation commits an offence under this Act, an employee, officer, director or agent of the corporation who authorized, permitted or acquiesced in the offence commits the offence whether or not the corporation is prosecuted for the offence."
86683,186,112,Time limit for prosecuting offence,"112
		  (1) The time limit for laying an information to commence a prosecution for an offence under this Act is as follows:"
86684,186,112,Time limit for prosecuting offence,(a) 3 years after the date on which the act or omission that is alleged to constitute the offence occurred:
86685,186,112,Time limit for prosecuting offence,"(b) if the minister completes a certificate described in subsection (2), 3 years after the date on which the minister learned of the act or omission referred to in paragraph (a)."
86686,186,112,Time limit for prosecuting offence,"(2) A certificate purporting to have been issued by the minister, certifying the date referred to in subsection (1) (b), is proof of that date."
86687,186,113,Other liabilities remain,"113
		  Subject to sections 103 [effect of imposing administrative penalty] and 104 [effect of charging offence], a proceeding, conviction or penalty for an offence under this Act does not relieve a person from any other liability."
86688,186,114,Administration,"114
		  (1) The minister may designate a public service employee as the Comptroller of Water Rights to exercise the powers and perform the duties of the Comptroller of Water Rights under this or another enactment."
86689,186,114,Administration,(2) The minister may designate a public service employee or an employee of a government corporation as a Deputy Comptroller of Water Rights and authorize the employee to exercise the powers and perform the duties of the comptroller that are specified in the designation.
86690,186,114,Administration,(3) The minister may designate
86691,186,114,Administration,"(a) a public service employee or an employee of a government corporation as a water manager, or"
86692,186,114,Administration,"(b) a class of public service employee or a class of employee of a government corporation as water managers, the members of which class are"
86693,186,114,Administration,to exercise the powers and perform the duties of a water manager under this or another enactment.
86694,186,114,Administration,(4) The minister may designate
86695,186,114,Administration,"(a) a public service employee or an employee of a government corporation as an assistant water manager, or"
86696,186,114,Administration,(b) a class of public service employee or a class of employee of a government corporation as assistant water managers
86697,186,114,Administration,and authorize the employees or employees in the class to exercise the powers and perform the duties of a water manager as may be restricted in the designation.
86698,186,114,Administration,(5) The comptroller may designate as an engineer for the purposes of this Act
86699,186,114,Administration,"(a) a public service employee, or"
86700,186,114,Administration,(b) an employee of a government corporation
86701,186,114,Administration,"who is a professional engineer, a professional geoscientist as defined in the Engineers and Geoscientists Act or a holder of limited licence under the Engineers and Geoscientists Act acting within the scope of the limited licence."
86702,186,114,Administration,(6) The comptroller may designate for the purposes of this Act
86703,186,114,Administration,"(a) a public service employee or an employee of a government corporation as an officer, or"
86704,186,114,Administration,(b) a class of public service employee or a class of employee of a government corporation as officers the members of which class are
86705,186,114,Administration,to exercise the powers and perform the duties of an officer.
86706,186,114,Administration,(7) A designation under this section must be in writing.
86707,186,114,Administration,"(8) The comptroller may exercise any power or perform any duty given under this Act to a water manager, an engineer or an officer."
86708,186,114,Administration,(9) A water manager may exercise any power or perform any duty given under this Act to an engineer or an officer.
86709,186,115,Advisory boards,115		  (1) The minister may establish advisory boards to provide advice in relation to
86710,186,115,Advisory boards,"(a) establishing water objectives,"
86711,186,115,Advisory boards,"(b) methods for determining environmental flow needs or critical environmental flow thresholds,"
86712,186,115,Advisory boards,"(c) qualifications of well drillers and well pump installers, and competencies of professionals, as defined in section 48 [definitions for Division 3 of Part 3], generally and in relation to specific activities,"
86713,186,115,Advisory boards,"(d) standards and best practices in respect of the diversion and use of water,"
86714,186,115,Advisory boards,"(e) standards and best practices in respect of activities in relation to wells and groundwater protection,"
86715,186,115,Advisory boards,"(f) standards and best practices in respect of activities in relation to artesian flow,"
86716,186,115,Advisory boards,"(g) methods for estimating amounts of water diverted or used, or"
86717,186,115,Advisory boards,(h) any other matter under this Act.
86718,186,115,Advisory boards,(2) The chair and members of an advisory board are to be appointed by the minister.
86719,186,115,Advisory boards,"(3) A person appointed to an advisory board, may, as directed by the minister,"
86720,186,115,Advisory boards,"(a) be reimbursed in accordance with the directives of Treasury Board for reasonable travelling and out-of-pocket expenses necessarily incurred in discharging the person's duties under this Act, and"
86721,186,115,Advisory boards,"(b) be paid remuneration in accordance with the directives of Treasury Board unless the person is a public service employee, in which case no remuneration may be paid."
86722,186,116,Records and reporting,"116
		  (1) A person must keep for the prescribed period"
86723,186,116,Records and reporting,"(a) any information or records required to be obtained, prepared or retained by the person under this Act,"
86724,186,116,Records and reporting,"(b) the prescribed information and records, and"
86725,186,116,Records and reporting,"(c) any other information or records that the comptroller, a water manager or an engineer directs."
86726,186,116,Records and reporting,(2) A person who is required under this Act to retain records must
86727,186,116,Records and reporting,"(a) produce those records for inspection when required by the comptroller, a water manager, an engineer, an officer or a water bailiff, and"
86728,186,116,Records and reporting,"(b) if the person holds an authorization, change approval, permit or drilling authorization, provide the records referred to in subsection (1) in relation to the authorization, change approval, permit or drilling authorization to a person to whom"
86729,186,116,Records and reporting,"(i)  the holder transfers, as described in section 25 [transfer of authorization, change approval or permit], the land, mine or undertaking to which the authorization, change approval, permit or drilling authorization is appurtenant, or"
86730,186,116,Records and reporting,"(ii)  the appurtenancy of the authorization, change approval, permit or drilling authorization is transferred under section 27 [transfer of appurtenancy]."
86731,186,116,Records and reporting,"(3) The prescribed persons must, for the purposes of measuring water use, water quantity and water quality,"
86732,186,116,Records and reporting,"(a) install the prescribed works,"
86733,186,116,Records and reporting,"(b) prepare the prescribed reports, and"
86734,186,116,Records and reporting,(c) submit those reports to the prescribed persons and at the times required by this Act or the regulations.
86735,186,116,Records and reporting,"(4) The comptroller, a water manager or an engineer may collect public personal information and government water records for the purposes of verifying information provided by a person under this Act."
86736,186,116,Records and reporting,"(5) A person must not record, retain or submit false or misleading information"
86737,186,116,Records and reporting,"(a) in a record the person is required under this Act to retain, or"
86738,186,116,Records and reporting,"(b) in an application, declaration, log or another record the person is required or authorized under this Act to submit to the comptroller, a water manager or an engineer."
86739,186,117,Delivery and publication of documents and information,"117
		  (1) Unless specifically provided otherwise, a notice or other document that under this Act must or may be given or delivered to a person may be given or delivered in any of the following manners:"
86740,186,117,Delivery and publication of documents and information,(a) by leaving a copy with the person;
86741,186,117,Delivery and publication of documents and information,(b) by sending a copy by ordinary mail or registered mail to the address on file with the comptroller for the person or provided to the comptroller for that purpose;
86742,186,117,Delivery and publication of documents and information,"(c) by leaving a copy at the person's residence with an adult who apparently resides with the person or, if the person is a business, by leaving a copy at the address at which the person carries on business with a person apparently employed in the business;"
86743,186,117,Delivery and publication of documents and information,"(d) by leaving a copy in a mailbox or mail slot for the address at which the person resides or, if the person carries on a business, for the address at which the person carries on business;"
86744,186,117,Delivery and publication of documents and information,"(e) by attaching a copy to a door or other conspicuous place at the address at which the person resides or, if the person carries on a business, at the address at which the person carries on the business;"
86745,186,117,Delivery and publication of documents and information,"(f) by fax to a number, or by email to an email address, provided by the person;"
86746,186,117,Delivery and publication of documents and information,"(g) by a prescribed means of delivery, subject to any prescribed conditions."
86747,186,117,Delivery and publication of documents and information,"(2) A notice or other document is deemed to have been given or delivered, as applicable, to a person,"
86748,186,117,Delivery and publication of documents and information,"(a) if sent by ordinary or registered mail, on the earlier of"
86749,186,117,Delivery and publication of documents and information,"(i)  the 14th day after the notice or document was deposited with Canada Post, and"
86750,186,117,Delivery and publication of documents and information,"(ii)  the date on which the notice or document was actually received by the person,"
86751,186,117,Delivery and publication of documents and information,"(b) if left or attached as described in subsection (1) (c), (d) or (e), on the earlier of"
86752,186,117,Delivery and publication of documents and information,"(i)  the 3rd day after the notice or document is left or attached, as applicable, and"
86753,186,117,Delivery and publication of documents and information,"(ii)  the date on which the notice or document was actually received by the person,"
86754,186,117,Delivery and publication of documents and information,"(c) if faxed or emailed, on the earlier of"
86755,186,117,Delivery and publication of documents and information,"(i)  the 3rd day after the notice or document is faxed or emailed, as applicable, and"
86756,186,117,Delivery and publication of documents and information,"(ii)  the date on which the notice or document was actually received by the person,"
86757,186,117,Delivery and publication of documents and information,"(d) if given by publication in a newspaper, unless a contrary intention appears, the day after the date of the last publication of the notice or document, and"
86758,186,117,Delivery and publication of documents and information,"(e) if given by a prescribed means of delivery, at the prescribed time."
86759,186,117,Delivery and publication of documents and information,"(3) Anything that under this Act may or must be published, unless a contrary intention appears in the provision authorizing or requiring publication, may be published inside and outside Canada by posting on a publicly available website or by any other manner that ensures accessibility to the public."
86760,186,117,Delivery and publication of documents and information,"(4) Despite subsection (3), if anything authorized or required to be published under this Act contains personal information that was collected otherwise than directly from the person to whom the personal information relates, that personal information must not be published unless that person"
86761,186,117,Delivery and publication of documents and information,"(a) was given notice that the personal information was collected, and"
86762,186,117,Delivery and publication of documents and information,(b) has consented to the publication.
86763,186,117.1,"Authority to collect, use and disclose certain personal information","117.1
		  (1) The minister may, for one or more of the purposes listed in subsection (2), collect, use and disclose the following:"
86764,186,117.1,"Authority to collect, use and disclose certain personal information",(a) personal information contained in
86765,186,117.1,"Authority to collect, use and disclose certain personal information","(i)  an application under section 12 [application and decision maker initiative procedures] and any information, audit or report provided or obtained for the purpose of the application,"
86766,186,117.1,"Authority to collect, use and disclose certain personal information","(ii)  an authorization, change approval, permit or drilling authorization,"
86767,186,117.1,"Authority to collect, use and disclose certain personal information","(iii)  an order or reasons for an order made under this Act, or"
86768,186,117.1,"Authority to collect, use and disclose certain personal information","(iv)  a report, summary of a report or notice received under this Act;"
86769,186,117.1,"Authority to collect, use and disclose certain personal information","(b) the address at which a person who holds an authorization, change approval, permit or drilling authorization can be contacted;"
86770,186,117.1,"Authority to collect, use and disclose certain personal information",(c) personal information identifying a person who is or was
86771,186,117.1,"Authority to collect, use and disclose certain personal information","(i)  an owner of land on or in which a stream, a stream channel, groundwater, an aquifer or works are or were located,"
86772,186,117.1,"Authority to collect, use and disclose certain personal information","(ii)  an owner of land, a mine or an undertaking to which an authorization, change approval, permit or drilling authorization is or was appurtenant,"
86773,186,117.1,"Authority to collect, use and disclose certain personal information","(iii)  a riparian owner,"
86774,186,117.1,"Authority to collect, use and disclose certain personal information","(iv)  a person who diverts water from a stream or an aquifer, or who uses water diverted from a stream or an aquifer, or"
86775,186,117.1,"Authority to collect, use and disclose certain personal information",(v)  an owner of works;
86776,186,117.1,"Authority to collect, use and disclose certain personal information","(d) personal information identifying a person who constructed, maintained or operated works;"
86777,186,117.1,"Authority to collect, use and disclose certain personal information","(e) personal information that is information relating to a stream, a stream channel, groundwater, an aquifer or works;"
86778,186,117.1,"Authority to collect, use and disclose certain personal information","(f) information within the meaning of paragraph (a), (d) or (e) of the definition of ""government water record""."
86779,186,117.1,"Authority to collect, use and disclose certain personal information",(2) The purposes referred to in subsection (1) are as follows:
86780,186,117.1,"Authority to collect, use and disclose certain personal information",(a) to administer this Act;
86781,186,117.1,"Authority to collect, use and disclose certain personal information",(b) to publish the information in a registry that is maintained by the government and relates to one or more of the following matters:
86782,186,117.1,"Authority to collect, use and disclose certain personal information","(i)  authorizations, change approvals, permits or drilling authorizations;"
86783,186,117.1,"Authority to collect, use and disclose certain personal information",(ii)  works;
86784,186,117.1,"Authority to collect, use and disclose certain personal information","(iii)  water, streams, groundwater or aquifers;"
86785,186,117.1,"Authority to collect, use and disclose certain personal information",(iv)  a prescribed matter;
86786,186,117.1,"Authority to collect, use and disclose certain personal information","(c) to manage risks of significant harm to public safety, the environment, land or other property;"
86787,186,117.1,"Authority to collect, use and disclose certain personal information",(d) to monitor compliance with this Act and the regulations.
86788,186,117.1,"Authority to collect, use and disclose certain personal information",(3) Personal information under subsection (1) may be
86789,186,117.1,"Authority to collect, use and disclose certain personal information","(a) collected directly from the individual the information is about or from sources other than the individual, and"
86790,186,117.1,"Authority to collect, use and disclose certain personal information",(b) disclosed inside or outside Canada.
86791,186,117.1,"Authority to collect, use and disclose certain personal information",(4) Section 117 (4) does not apply to the publication of personal information under this section.
86792,186,117.1,"Authority to collect, use and disclose certain personal information","(5) Nothing in this section is intended to limit the authority of the minister to collect, use or disclose personal information under an enactment."
86793,186,118,"Fees, rentals and charges","118
		  (1) The prescribed fees, rentals and charges"
86794,186,118,"Fees, rentals and charges",(a) must be paid to the comptroller by
86795,186,118,"Fees, rentals and charges","(i)  an applicant or other person who makes an application under this Act,"
86796,186,118,"Fees, rentals and charges","(ii)  a person holding an authorization, change approval, permit or drilling authorization, and"
86797,186,118,"Fees, rentals and charges","(iii)  a person who diverts or uses water from a stream or aquifer, and"
86798,186,118,"Fees, rentals and charges","(b) on and after the due date of the fee, rental or charge, and any interest or penalties imposed on the fee, rental or charge, may be recovered by the comptroller in accordance with section 101 [recovery of penalties] as if the fees, rentals and charges, and any interest or penalties imposed, were an administrative monetary penalty imposed under section 99 [administrative monetary penalties]."
86799,186,118,"Fees, rentals and charges","(2) A person who fails to pay a fee, rental or charge when due is liable to pay to the comptroller interest at the prescribed rate and any prescribed penalties on the outstanding amount."
86800,186,118,"Fees, rentals and charges","(3) In accordance with any applicable regulations, the comptroller must establish the times of payment of fees, rentals and charges in respect of an authorization, change approval, permit or drilling authorization."
86801,186,118,"Fees, rentals and charges",(4) The comptroller may authorize in writing a person or class of person employed by the government or a government corporation to perform the duties and exercise the powers of the comptroller in respect of
86802,186,118,"Fees, rentals and charges","(a) the calculation, collection and receipt of fees, rentals and charges, and"
86803,186,118,"Fees, rentals and charges",(b) the issuance of rental statements.
86804,186,118,"Fees, rentals and charges","(5) The payment by a person or the acceptance by the comptroller of any fee, rental or charge in respect of an authorization, change approval or permit does not prevent or delay its cancellation on any ground except failure to pay the fees, rentals or charges."
86805,186,119,Protection of officials,"119
		  (1) Subject to subsection (2), no legal proceedings for damages lies or may be commenced or maintained against the comptroller, a water manager, an engineer, an officer, a registrar, a water bailiff or a person authorized under section 18 (7) [quick licensing procedures] for anything done or omitted"
86806,186,119,Protection of officials,"(a) in the performance or intended performance of any duty under this or another enactment, or"
86807,186,119,Protection of officials,(b) in the exercise or intended exercise of any power under this or another enactment.
86808,186,119,Protection of officials,(2) Subsection (1) does not apply to a person referred to in that subsection in relation to anything done or omitted by the person in bad faith.
86809,186,120,Restriction on proceedings respecting decisions under Act,"120
		  Except as otherwise provided in this Act or on a question of law,"
86810,186,120,Restriction on proceedings respecting decisions under Act,"(a) a hearing, investigation or proceeding of the comptroller, a water manager, an engineer, an officer or a water bailiff must not be questioned, reviewed or restrained by any process or proceeding in any court, and"
86811,186,120,Restriction on proceedings respecting decisions under Act,"(b) an order of the Lieutenant Governor in Council, the minister, the comptroller, a water manager or an engineer is final and must not be questioned, reviewed or restrained by any process or proceeding in any court."
86812,186,121,No compensation,"121
		  (1) Except as otherwise provided in this Act or by regulation, no compensation is payable by, and no legal proceedings may be commenced or maintained against, the government or any other person for or in relation to loss or damages arising from an effect on"
86813,186,121,No compensation,"(a) an application under this or another enactment,"
86814,186,121,No compensation,"(b) rights under a licence or use approval,"
86815,186,121,No compensation,"(c) permission given under a change approval, permit, drilling authorization or order,"
86816,186,121,No compensation,"(d) permission given under another enactment,"
86817,186,121,No compensation,"(e) resource rights conferred by Crown grant, or"
86818,186,121,No compensation,(f) rights and privileges in relation to land and resources
86819,186,121,No compensation,"resulting under the provisions of this Act, the regulations or an order from any of the following:"
86820,186,121,No compensation,(g) a change in precedence of water rights;
86821,186,121,No compensation,(h) a restriction or prohibition on the exercise of rights or a permission provided under this Act or a former Act;
86822,186,121,No compensation,"(i) a restriction or prohibition on an application, or the exercise of rights, under another enactment;"
86823,186,121,No compensation,(j) a restriction or prohibition on the exercise of a private right or privilege in relation to land or resources;
86824,186,121,No compensation,"(k) a restriction or prohibition on the transfer of an appurtenancy or the amendment of an authorization, change approval or permit;"
86825,186,121,No compensation,"(l) a change of or the imposition of new terms and conditions on an authorization, change approval, permit or drilling authorization."
86826,186,121,No compensation,"(2) For certainty, except as provided by regulation, no expropriation or injurious affection occurs as the result of this Act or a regulation or the exercise of a power or performance of a duty under this Act."
86827,186,122,Liability of owner for damage remains,"122
		  The abandonment, suspension, termination or cancellation of all or part of the rights held under an authorization or change approval, or all or part of the permission held under a change approval, permit or drilling authorization, does not relieve any of the following persons of liability for damage resulting from the works owned, operated or maintained by the person, or from a defect, insufficiency or failure of those works:"
86828,186,122,Liability of owner for damage remains,"(a) the owner of the land, mine or undertaking to which the authorization, change approval, permit or drilling authorization is or was appurtenant;"
86829,186,122,Liability of owner for damage remains,"(b) the holder or former holder, as applicable, of the authorization, change approval, permit or drilling authorization."
86830,186,123,Authorization or permit as evidence,"123
		  The production of an order, licence, use approval, change approval, permit or drilling authorization or a copy of any of them certified to be a copy by the comptroller or other person authorized by the minister to certify copies, is, without further proof, evidence in a court of the matters and things set out in the order, licence, use approval, change approval, permit or drilling authorization."
86831,186,124,General regulation-making powers,"124
		  (1) For the purpose of making regulations authorized under this Act to be made by the Lieutenant Governor in Council, the Lieutenant Governor in Council may make regulations referred to in section 41 of the Interpretation Act."
86832,186,124,General regulation-making powers,"(2) For the purposes of making regulations authorized under this Act to be made by the minister, the minister may make regulations referred to in section 41 of the Interpretation Act."
86833,186,124,General regulation-making powers,(3) The authority under another provision of this Act to make regulations does not limit subsection (1) or (2).
86834,186,124,General regulation-making powers,(4) A regulation of the Lieutenant Governor in Council or the minister under this Act may do one or more of the following:
86835,186,124,General regulation-making powers,(a) specify who is responsible for meeting a prescribed requirement;
86836,186,124,General regulation-making powers,"(b) exempt from a requirement of this Act or the regulations, on specified terms and conditions, in specified circumstances or at specified times, a person, including the Crown, an entity, an activity, a stream, an aquifer, an area, a water sustainability plan, a water use purpose, an authorization, a change approval, a permit, a drilling authorization, a watershed, a natural resource, a work, a contaminant, a matter or a substance;"
86837,186,124,General regulation-making powers,"(c) make different regulations for different classes of water, persons, entities, activities, streams, aquifers, areas, water sustainability plans, water use purposes, circumstances, authorizations, change approvals, permits, drilling authorizations, appurtenances, times or periods of time, watersheds, natural resources, works, contaminants, matters or substances, and establish classes for that purpose;"
86838,186,124,General regulation-making powers,"(d) designate an area by any method that adequately describes the area, including, without limitation, by name, map, plan or legal description or by reference to a stream, watershed, aquifer or other geological formation, part of a geological formation or depth or other dimension of a geological formation, or by any combination of these methods;"
86839,186,124,General regulation-making powers,"(e) require a person to engage a person with prescribed qualifications to perform audits, studies and assessments and make reports required under this Act;"
86840,186,124,General regulation-making powers,"(f) establish criteria for audits, studies, assessments, including methods of assessment, and reports referred to in paragraph (e);"
86841,186,124,General regulation-making powers,"(g) confer a discretion or delegate a matter to the comptroller, a water manager, an engineer, an officer or a person in a class of official prescribed for the purposes of section 126 (1) (c) [regulations respecting administration and governance];"
86842,186,124,General regulation-making powers,(h) provide that the contravention of a regulation is an offence;
86843,186,124,General regulation-making powers,"(i) prescribe for a contravention of a regulation, as the Lieutenant Governor in Council or minister, as applicable, considers appropriate,"
86844,186,124,General regulation-making powers,"(i)  a penalty not exceeding the penalty authorized under section 106 (6) [general offences], or"
86845,186,124,General regulation-making powers,(ii)  a penalty not exceeding the penalty authorized under section 107 (2) [high penalty offences].
86846,186,124,General regulation-making powers,(5) The Lieutenant Governor in Council may make regulations
86847,186,124,General regulation-making powers,"(a) defining words or phrases used but not defined in this Act, and"
86848,186,124,General regulation-making powers,"(b) respecting any matter for which regulations, other than regulations of the minister, are contemplated by this Act."
86849,186,124,General regulation-making powers,(6) Regulations made under this Act may
86850,186,124,General regulation-making powers,"(a) adopt, in whole or in part, codes or standards published by a provincial, national or international standards association, including adoption of amendments to the codes or standards published before or after the making of the regulations,"
86851,186,124,General regulation-making powers,"(b) in adopting the codes or standards under paragraph (a), grant powers to and establish functions and duties of public officers that the Lieutenant Governor in Council considers necessary for the public officer to administer the codes or standards adopted, and"
86852,186,124,General regulation-making powers,(c) exempt persons from all or part of the codes or standards adopted.
86853,186,125,"Fees, rentals and charges","125		  (1) The Lieutenant Governor in Council may, by regulation, establish a tariff of fees, rentals and charges payable"
86854,186,125,"Fees, rentals and charges","(a) in respect of applications, authorizations, change approvals, permits, drilling authorizations and other things filed, applied for, taken or issued under this or a former Act,"
86855,186,125,"Fees, rentals and charges","(b) for services provided by the government in respect of matters listed in paragraph (a), and"
86856,186,125,"Fees, rentals and charges","(c) in respect of water diverted or used from a stream or an aquifer, whether diverted or used under authority of an authorization, a change approval, the regulations or a special or private Act, or without authority."
86857,186,125,"Fees, rentals and charges",(2) Regulations under this section may
86858,186,125,"Fees, rentals and charges","(a) establish the times of payment of fees, rentals and charges,"
86859,186,125,"Fees, rentals and charges","(b) make fees, rentals and charges that are not paid when due subject to the imposition of interest at prescribed rates, and"
86860,186,125,"Fees, rentals and charges","(c) establish penalties that must be applied in relation to a fee, rental or charge paid after the date the fee, rental or charge was due."
86861,186,125,"Fees, rentals and charges","(3) Interest and penalties imposed on a fee, rental or charge are conclusively deemed to be part of the fee, rental or charge."
86862,186,125,"Fees, rentals and charges","(4) A fee, rental or charge may be made retroactive to the extent of making the fee, rental or charge applicable from the beginning of the year in which the fee, rental or charge is established."
86863,186,126,Regulations respecting administration and governance,"126
		  The Lieutenant Governor in Council may make regulations as follows:"
86864,186,126,Regulations respecting administration and governance,(a) dividing British Columbia into water districts;
86865,186,126,Regulations respecting administration and governance,"(b) prescribing additional powers and duties of the comptroller, water managers, engineers and officers administering this Act;"
86866,186,126,Regulations respecting administration and governance,(c) establishing other classes of officials for the purposes of this Act and
86867,186,126,Regulations respecting administration and governance,"(i)  providing members of a class of official established under this paragraph with powers, duties and immunities under this Act by specifying the provisions of this Act and the regulations that apply in relation to the class, and"
86868,186,126,Regulations respecting administration and governance,(ii)  prescribing additional powers and duties to members of a class established under this paragraph;
86869,186,126,Regulations respecting administration and governance,"(d) providing specified powers and duties of the comptroller, a water manager, an engineer or an officer to another person or entity who is to exercise those powers and perform those duties instead of the comptroller, water manager, engineer or officer in relation to persons, areas or circumstances specified in the regulation, subject to the terms and conditions the Lieutenant Governor in Council considers advisable, including, without limitation, the following regulations:"
86870,186,126,Regulations respecting administration and governance,(i)  requiring the specified person or entity to exercise the specified powers and perform the specified duties in accordance with this Act and the regulations;
86871,186,126,Regulations respecting administration and governance,(ii)  making the exercise of the specified powers and the performance of the specified duties subject to limitations and restrictions specified in the regulations and requiring that specified powers be exercised or specified duties be performed in accordance with prescribed procedures and following prescribed practices;
86872,186,126,Regulations respecting administration and governance,"(iii)  in relation to enforcement of this Act and the regulations and the terms and conditions of authorizations, change approvals, permits, drilling authorizations or orders, issued or made by the specified person or entity and authorizing both the specified person or entity and the public officers responsible for those powers and duties under this Act to take enforcement action in accordance with this Act;"
86873,186,126,Regulations respecting administration and governance,(iv)  requiring a person who makes a decision under a power provided by regulation under this paragraph to report the decision and the reasons for the decision to the comptroller and include the information respecting the decision the comptroller specifies;
86874,186,126,Regulations respecting administration and governance,"(v)  providing for appeals to the appeal board of orders made by a person authorized by regulations under this paragraph if the order would have been appealable had the order been made by the comptroller, a water manager or an engineer;"
86875,186,126,Regulations respecting administration and governance,"(e) subject to section 117 (4) [delivery and publication of documents and information], authorizing or requiring the comptroller to publish"
86876,186,126,Regulations respecting administration and governance,"(i)  applications under section 12 [application and decision maker initiative procedures] and any information, audit or report provided or obtained for the purpose of the application,"
86877,186,126,Regulations respecting administration and governance,"(ii)  authorizations, change approvals, permits and drilling authorizations,"
86878,186,126,Regulations respecting administration and governance,"(iii)  orders and reasons for orders made under this Act, or"
86879,186,126,Regulations respecting administration and governance,(iv)  reports or summaries of reports received under this Act;
86880,186,126,Regulations respecting administration and governance,(f) prescribing matters for the purposes of section 117.1 (2) (b) (iv).
86881,186,127,"Regulations respecting licensing, diversion and use of water and related matters","127
		  (1) The Lieutenant Governor in Council may make regulations for the purposes of Part 2 [Licensing, Diversion and Use of Water] as follows:"
86882,186,127,"Regulations respecting licensing, diversion and use of water and related matters","(a) respecting the requirements that must be met in relation to applications under this Act, including, without limitation,"
86883,186,127,"Regulations respecting licensing, diversion and use of water and related matters","(i)  the information that must be provided and the form and manner in which the information must be provided, and"
86884,186,127,"Regulations respecting licensing, diversion and use of water and related matters","(ii)  prescribing methods, other than those specified in section 117 (1) [delivery and publication of documents and information], of giving notice of applications;"
86885,186,127,"Regulations respecting licensing, diversion and use of water and related matters","(b) respecting beneficial use of water, including, without limitation, prescribing requirements in respect of the best available technology for water use efficiency and water conservation;"
86886,186,127,"Regulations respecting licensing, diversion and use of water and related matters","(c) respecting water conservation audits, including, without limitation, practices, procedures and matters to be considered;"
86887,186,127,"Regulations respecting licensing, diversion and use of water and related matters","(d) respecting date of first use, including, without limitation, the evidence that must be provided to a decision maker for the purposes of determining a person's date of first use;"
